id,k,alpha,time,acc,score
1,1686,255,0.005959423199999492,0.62,0.124
2,1685,254,0.005649347683332925,0.64,0.128
3,1685,256,0.006156282433333142,0.64,0.128
4,1687,254,0.004676130516666414,0.63,0.126
5,1687,256,0.005035082866666585,0.63,0.126
6,1684,255,0.00479782036666639,0.62,0.124
7,1684,257,0.0061068369666666435,0.65,0.13
8,1686,257,0.004802898366667326,0.64,0.128
9,1683,256,0.0051648378333330434,0.64,0.128
10,1683,258,0.0064823570500000946,0.62,0.124
11,1685,258,0.004989499733333484,0.62,0.124
