id,k,alpha,time,acc,score
1,1692,325,0.008331417600000652,0.65,0.13
2,1691,324,0.007882409849999779,0.65,0.13
3,1691,326,0.008394883199999488,0.66,0.132
4,1693,324,0.006098803233334138,0.65,0.13
5,1693,326,0.006098122500001561,0.66,0.132
6,1692,327,0.008720374966666592,0.66,0.132
7,1694,325,0.006692547633332424,0.65,0.13
8,1694,327,0.006921913649999094,0.67,0.134
9,1693,328,0.00846476063333436,0.67,0.134
10,1695,326,0.0061544334999988825,0.66,0.132
11,1695,328,0.006646435966666786,0.67,0.134
