id,k,alpha,time,acc,score
1,1659,325,0.007927171650000276,0.64,0.128
2,1658,324,0.008096380183333451,0.65,0.13
3,1658,326,0.007806090916667093,0.65,0.13
4,1660,324,0.006300787699999925,0.64,0.128
5,1660,326,0.0063276607333331,0.65,0.13
6,1659,327,0.008357809816666398,0.65,0.13
7,1661,325,0.0065179755166667516,0.65,0.13
8,1661,327,0.0068399321500000575,0.66,0.132
9,1660,328,0.008829582633333643,0.65,0.13
10,1662,326,0.0064267559500000475,0.66,0.132
11,1662,328,0.006590493766666346,0.66,0.132
