id,k,alpha,time,acc,score
1,1695,280,0.0071918107166671534,0.64,0.128
2,1694,279,0.007170644650000213,0.64,0.128
3,1694,281,0.0069515847000009975,0.65,0.13
4,1696,279,0.005336654966667235,0.64,0.128
5,1696,281,0.0054343874833345275,0.65,0.13
6,1695,282,0.006887365783332673,0.65,0.13
7,1697,280,0.005212245699999585,0.64,0.128
8,1697,282,0.005438214233333838,0.66,0.132
9,1696,283,0.007023653533332208,0.65,0.13
10,1698,281,0.0056412873833342776,0.65,0.13
11,1698,283,0.005349941833333105,0.65,0.13
