id,k,alpha,time,acc,score
1,1671,325,0.00839586198333393,0.65,0.13
2,1670,324,0.008032907866666505,0.66,0.132
3,1670,326,0.008545272316666797,0.65,0.13
4,1672,324,0.006367981549999513,0.66,0.132
5,1672,326,0.006922297333333442,0.65,0.13
6,1671,323,0.007957064733333633,0.66,0.132
7,1673,323,0.00653757311666728,0.67,0.134
8,1673,325,0.0065526583999997,0.65,0.13
9,1672,322,0.00818334458333349,0.65,0.13
10,1674,322,0.006289121733332573,0.65,0.13
11,1674,324,0.006472508133333577,0.65,0.13
