id,k,alpha,time,acc,score
1,1719,260,0.006570184099998263,0.62,0.124
2,1718,259,0.00658391854999915,0.62,0.124
3,1718,261,0.006341258133333364,0.62,0.124
4,1720,259,0.005262742516667155,0.62,0.124
5,1720,261,0.005204662649998681,0.63,0.126
6,1719,262,0.006711123999999321,0.63,0.126
7,1721,260,0.005161070283332947,0.62,0.124
8,1721,262,0.004927562066668164,0.64,0.128
9,1720,263,0.006452594883334465,0.64,0.128
10,1722,261,0.005152969733332687,0.63,0.126
11,1722,263,0.005454602666666612,0.64,0.128
