id,k,alpha,time,acc,score
1,1701,265,0.006591631433332168,0.63,0.126
2,1700,264,0.006282989116666234,0.62,0.124
3,1700,266,0.006481156283333196,0.64,0.128
4,1702,264,0.004779607683332188,0.62,0.124
5,1702,266,0.005165025433332933,0.64,0.128
6,1701,267,0.0065515938500008515,0.65,0.13
7,1703,265,0.005078145583333556,0.63,0.126
8,1703,267,0.005204848133333447,0.65,0.13
9,1702,268,0.0073146252833339535,0.65,0.13
10,1704,266,0.005434806149999834,0.63,0.126
11,1704,268,0.005392390749998792,0.65,0.13
