id,k,alpha,time,acc,score
1,1674,285,0.0068334521833340505,0.64,0.128
2,1673,284,0.006284150316666152,0.65,0.13
3,1673,286,0.00651764289999998,0.63,0.126
4,1675,284,0.005423016200000083,0.64,0.128
5,1675,286,0.005755153233333014,0.64,0.128
6,1672,283,0.006773868733333188,0.66,0.132
7,1672,285,0.005512105433334113,0.64,0.128
8,1674,283,0.00544641166666698,0.65,0.13
9,1671,282,0.006774954650000117,0.66,0.132
10,1671,284,0.005360887383333571,0.65,0.13
11,1673,282,0.005679394683333309,0.65,0.13
