id,k,alpha,time,acc,score
1,1698,280,0.0069509244500011395,0.64,0.128
2,1697,279,0.0069692475666651415,0.64,0.128
3,1697,281,0.006964094216668096,0.65,0.13
4,1699,279,0.005347038883331834,0.65,0.13
5,1699,281,0.0055560209000001725,0.65,0.13
6,1698,282,0.006968330449999864,0.66,0.132
7,1700,280,0.005530614950000275,0.66,0.132
8,1700,282,0.005586991833333362,0.66,0.132
9,1699,283,0.0071412486666664185,0.64,0.128
10,1701,281,0.00550838856666663,0.64,0.128
11,1701,283,0.005623654349998712,0.64,0.128
