criterio,exponente,precision,tiempo (ticks)
autovalores,7.7,1804811484646.5525,0.5320659999999862
autovalores,7.7,3670513007.5392995,0.4282180000000153
autovalores,7.7,6937096.292666234,0.2873530000000528
autovalores,7.7,67301387070.4,0.409746000000041
autovalores,7.7,474080457930.49457,0.4646020000000135
autovalores,7.7,12518768218.80575,0.40738499999997657
autovalores,7.7,1432252023399.424,0.46831700000007004
autovalores,7.7,6911515386.475455,0.4081179999999449
autovalores,8.4,2120599319.1021388,0.38506600000005164
autovalores,8.4,10029298.832973149,0.3008360000000039
autovalores,8.4,11200838.92595451,0.30512399999997797
autovalores,8.4,867515106158.7246,0.4686850000000504
autovalores,8.4,1619528846698.6274,0.5088859999999613
autovalores,8.4,378008736.2453374,0.3877310000000307
autovalores,8.4,21325032.530562736,0.3251350000000457
autovalores,8.4,288643.14478397777,0.3452310000000125
autovalores,8.4,2810447204.016058,0.38622000000009393
autovalores,8.4,5192836382.710978,0.3873360000000048
autovalores,9.1,330774.4334071183,0.2864190000000235
autovalores,9.1,1628540977652.168,0.5443230000000767
autovalores,9.1,2293437207.5172977,0.38148200000000543
autovalores,9.1,2266806.9115989157,0.30538400000000365
autovalores,9.1,1556107037593.6494,0.46851300000002993
autovalores,9.1,1628860312205.5146,0.5094119999999975
autovalores,9.1,3791817.4670903822,0.34551799999997
autovalores,9.1,34037659.366420306,0.325696999999991
autovalores,9.1,56046674.46342844,0.3453629999999066
autovalores,9.1,1196264653264.502,0.44677200000000994
autovalores,9.8,647035.7307178278,0.321397999999931
autovalores,9.8,104728172621.749,0.40795700000001034
autovalores,9.8,915326.0964349576,0.30664200000001074
autovalores,9.8,70465503.1458422,0.3434820000001082
autovalores,9.8,906397520.7438675,0.3668930000000046
autovalores,9.8,1650043010007.9436,0.4841789999999264
autovalores,9.8,1423144.3321320077,0.30565100000001166
autovalores,9.8,369320859.6763892,0.3663450000000239
autovalores,9.8,272885287.6786744,0.34574499999996533
autovalores,9.8,1643664368512.275,0.5492490000000316
autovalores,10.5,1607546858378.3923,0.459746999999993
autovalores,10.5,794558497875.9723,0.4678649999999607
autovalores,10.5,1027686.6164333809,0.28515600000002905
autovalores,10.5,1409495212974.5615,0.44888000000003103
autovalores,10.5,198761186.06655046,0.3660650000000487
autovalores,10.5,3490928.3762449524,0.28497200000003886
autovalores,10.5,6785954313.405005,0.42666299999996227
autovalores,10.5,77207125485.78197,0.44335399999999936
autovalores,10.5,5616662727.4004,0.38741400000003523
autovalores,10.5,453421664809.95807,0.42685500000004595
autovalores,11.2,7830237.836951695,0.28950299999996787
autovalores,11.2,1564900931375.1428,0.4421939999999722
autovalores,11.2,982588722142.6527,0.4492650000000822
autovalores,11.2,1632511516509.009,0.5212910000000193
autovalores,11.2,8758672.775076741,0.3073219999999992
autovalores,11.2,1958429651.880214,0.36752100000001064
autovalores,11.2,89683527.67515072,0.29700800000000527
autovalores,11.2,1642623293599.288,0.4327779999999848
autovalores,11.2,307906018.668708,0.30974400000002333
autovalores,11.2,17187651.112370785,0.3309780000000728
autovalores,11.9,605479485.3669903,0.3829010000000608
autovalores,11.9,2803287.0963583253,0.30695700000001125
autovalores,11.9,1164634649402.1213,0.4483699999999544
autovalores,11.9,67054348299.65111,0.4476590000000442
autovalores,11.9,1530449067.8623922,0.3872310000000425
autovalores,11.9,1638946092945.8928,0.5747159999999667
autovalores,11.9,1175524212941.6511,0.4422429999999622
autovalores,11.9,1632440622367.0608,0.5093669999999975
autovalores,11.9,1628319332549.5378,0.5258059999999887
autovalores,11.9,1639513564274.6858,0.4688810000000103
autovalores,12.6,940000438.1434777,0.37665099999992435
autovalores,12.6,1539164432819.8137,0.4894239999999854
autovalores,12.6,595098391.7357521,0.36687000000006265
autovalores,12.6,1079476.3864782068,0.2645519999999806
autovalores,12.6,3065020852.4851985,0.3861810000000787
autovalores,12.6,1165010.1581466424,0.28457699999989927
autovalores,12.6,5250417.073455516,0.32508099999995466
autovalores,12.6,2780785.980832738,0.3048870000000079
autovalores,12.6,143050219.7668955,0.3468430000000353
autovalores,12.6,1637501634021.516,0.5088259999999991
autovalores,13.3,3332255.1123547126,0.29461000000003423
autovalores,13.3,134694280219.70874,0.468970000000013
autovalores,13.3,161832703.10101223,0.3479069999999638
autovalores,13.3,5047365.865288517,0.2853890000000092
autovalores,13.3,586144721651.494,0.4483989999999949
autovalores,13.3,1629940572023.6177,0.548518999999942
autovalores,13.3,89949281.48835775,0.3864640000000463
autovalores,13.3,1643960428700.294,0.5086860000000115
autovalores,13.3,53779505.788917616,0.3458309999999756
autovalores,13.3,48088090632.46213,0.3984760000000733
autovalores,14.0,11859475.256978184,0.3367670000000089
autovalores,14.0,1638713066427.3245,0.48996199999999135
autovalores,14.0,63512781.84332104,0.3255390000000489
autovalores,14.0,955261291.9179024,0.3666170000000193
autovalores,14.0,9725434.224879576,0.3259929999999258
autovalores,14.0,2706317620.265946,0.3868609999999535
autovalores,14.0,39440527.45479852,0.366628999999989
autovalores,14.0,1814330311134.4045,0.48741499999994176
autovalores,14.0,1127212202903.1565,0.4471570000000611
autovalores,14.0,187374264.15868685,0.3663649999999734
