criterio,exponente,precision,tiempo (ticks)
vector residual,7.7,205069875.35366133,0.38749900000000537
vector residual,7.7,58621621.97913245,0.3460669999999979
vector residual,7.7,84872277.19199227,0.3665990000000008
vector residual,7.7,72349653.53757115,0.3256280000000018
vector residual,7.7,233866357.033055,0.34579399999999794
vector residual,8.4,374293906.88586974,0.3342050000000043
vector residual,8.4,448929076.39012057,0.36463400000000235
vector residual,8.4,310547392.99455035,0.38770900000000097
vector residual,8.4,875339389.9789379,0.3659100000000066
vector residual,8.4,683692791.5553634,0.38672799999999796
vector residual,8.4,823443461.3096535,0.3659899999999965
vector residual,8.4,417567857.9622619,0.36640799999999984
vector residual,8.4,276298647.42219436,0.36612199999999717
vector residual,8.4,1094632963.5298998,0.34599399999999747
vector residual,8.4,313710771.96295923,0.38647499999999724
vector residual,9.1,3661511300.0044928,0.37605699999999587
vector residual,9.1,4179413524.9819508,0.38735499999999945
vector residual,9.1,1580815828.3579404,0.3452689999999947
vector residual,9.1,1857870181.725362,0.45048099999999636
vector residual,9.1,2845491737.056402,0.36522899999999936
vector residual,9.1,2926114983.817239,0.33714300000000463
vector residual,9.1,1946851634.108531,0.42562699999999865
vector residual,9.1,3448165845.362298,0.36776100000000156
vector residual,9.1,2079220505.581015,0.31548099999999835
vector residual,9.1,1352030928.1239297,0.36559300000000405
vector residual,9.8,7624582731.865171,0.39710600000000085
vector residual,9.8,10956588611.237291,0.5089599999999947
vector residual,9.8,8241831137.955098,0.3851440000000039
vector residual,9.8,25426551622.542812,0.3875529999999969
vector residual,9.8,16391620674.33041,0.40209600000000023
vector residual,9.8,34394162348.41555,0.38268899999999917
vector residual,9.8,7993792781.4947405,0.4083180000000013
vector residual,9.8,17625758300.50903,0.4272549999999953
vector residual,9.8,27127114430.21388,0.4283619999999999
vector residual,9.8,24711882888.695198,0.3864419999999953
vector residual,10.5,42983105955.81265,0.41865399999999653
vector residual,10.5,77361374750.40446,0.42851299999999526
vector residual,10.5,109091140946.83698,0.44899999999999807
vector residual,10.5,134052148319.12202,0.3656350000000046
vector residual,10.5,158831749553.98938,0.4168430000000001
vector residual,10.5,125828735806.99353,0.40623900000000646
vector residual,10.5,48798882990.94495,0.42782600000000315
vector residual,10.5,48352304200.446335,0.4033020000000036
vector residual,10.5,73080952140.1134,0.4271050000000045
vector residual,10.5,39093006962.762634,0.40762699999999796
vector residual,11.2,272230314483.2605,0.4231580000000008
vector residual,11.2,174341322255.72406,0.44892699999999763
vector residual,11.2,623466780426.8468,0.4483510000000024
vector residual,11.2,620165373562.359,0.4072790000000026
vector residual,11.2,345424636417.4007,0.44796199999999686
vector residual,11.2,583080936514.934,0.46811699999999945
vector residual,11.2,242800805435.39032,0.5374780000000001
vector residual,11.2,316866246047.7413,0.38073099999999727
vector residual,11.2,231224788848.09906,0.4161070000000038
vector residual,11.2,291894931645.8151,0.4227679999999978
vector residual,11.9,1355768186641.5173,0.508583999999999
vector residual,11.9,931194721290.7263,0.46403500000000264
vector residual,11.9,1565091057469.826,0.464221000000002
vector residual,11.9,1293077097110.4067,0.4476719999999972
vector residual,11.9,1759798595856.2815,0.46818700000000035
vector residual,11.9,908039486449.1163,0.489097000000001
vector residual,11.9,1318617953451.1558,0.4482360000000014
vector residual,11.9,1446592627308.0525,0.4477989999999963
vector residual,11.9,1222807591850.2068,0.4687199999999976
vector residual,11.9,1339531322554.1094,0.42724400000000173
vector residual,12.6,1626703024749.9094,26.916712000000004
vector residual,12.6,1633516000201.4424,27.203521999999992
vector residual,12.6,1633516000201.4424,27.47690900000002
vector residual,12.6,1633516000201.4424,27.275407
vector residual,12.6,1623040566236.2534,27.40811099999999
vector residual,12.6,1623040566236.2534,27.333530999999994
vector residual,12.6,1626703024749.9094,26.992785999999995
vector residual,12.6,1623040566236.2534,27.299628000000013
vector residual,12.6,1626703024749.9094,27.831608000000017
vector residual,12.6,1626703024749.9094,27.995089000000007
vector residual,13.3,1623040566236.2534,27.96052500000002
vector residual,13.3,1626703024749.9094,27.92801300000002
vector residual,13.3,1633516000201.4424,27.93695200000002
vector residual,13.3,1623040566236.2534,27.900372999999945
vector residual,13.3,1623040566236.2534,27.393331999999987
vector residual,13.3,1626703024749.9094,28.11282399999999
vector residual,13.3,1626703024749.9094,28.41431399999999
vector residual,13.3,1626703024749.9094,28.294147000000066
vector residual,13.3,1626703024749.9094,27.919701000000032
vector residual,13.3,1623040566236.2534,28.006868999999938
vector residual,14.0,1623040566236.2534,28.052061999999978
vector residual,14.0,1626703024749.9094,27.579930000000104
vector residual,14.0,1626703024749.9094,27.41310800000008
vector residual,14.0,1626703024749.9094,27.32084400000008
vector residual,14.0,1633516000201.4424,27.507367000000045
vector residual,14.0,1633516000201.4424,27.308588999999984
vector residual,14.0,1626703024749.9094,26.81593100000009
vector residual,14.0,1623040566236.2534,26.84187899999995
vector residual,14.0,1626703024749.9094,26.76340700000003
vector residual,14.0,1623040566236.2534,26.77228600000001
autovectores,0.0,0.011092983078813706,0.10574699999995119
autovectores,0.0,0.05119339813476374,0.09956799999997656
autovectores,0.0,0.08266398182509022,0.10110499999996136
autovectores,0.0,0.26572367584321277,0.097686000000067
autovectores,0.0,0.05673783312800147,0.1011270000000195
autovectores,0.0,0.043643693239033866,0.10144999999999982
autovectores,0.0,0.033356949463497335,0.10132799999996678
autovectores,0.0,0.01762680827224307,0.10155700000007073
autovectores,0.0,0.10715043980789025,0.101558999999952
autovectores,0.0,0.0433791762884353,0.10144500000001244
autovectores,0.7,0.09540597752104256,0.10241999999993823
autovectores,0.7,0.14902546850050147,0.11674200000004475
autovectores,0.7,0.057817816563878736,0.11375299999997424
autovectores,0.7,0.13717131648849196,0.12098600000001625
autovectores,0.7,0.20880927291992385,0.12194099999999253
autovectores,0.7,0.18033297159245268,0.14206000000001495
autovectores,0.7,0.11209055528287541,0.12148899999999685
autovectores,0.7,0.1925287055198917,0.12235599999996793
autovectores,0.7,0.35946127318403176,0.12161200000002736
autovectores,0.7,0.23554541243188643,0.12135299999999916
autovectores,1.4,0.42082346369733176,0.1246969999999692
autovectores,1.4,0.3231500314713753,0.13542500000005475
autovectores,1.4,1.0056120770986137,0.11911000000009153
autovectores,1.4,1.287099838000043,0.12243200000000343
autovectores,1.4,1.1668193139588838,0.14205200000003515
autovectores,1.4,0.3032019932699374,0.14167200000008506
autovectores,1.4,1.0221915278481182,0.18270299999994677
autovectores,1.4,0.7552474450720378,0.182549999999992
autovectores,1.4,0.3933871474611329,0.12130700000000161
autovectores,1.4,2.564808944813124,0.12162299999999959
autovectores,2.1,1.8898094021287646,0.12509299999999257
autovectores,2.1,7.200866076340189,0.14172499999995125
autovectores,2.1,4.739805796739573,0.15984800000001087
autovectores,2.1,4.508357486074395,0.14261999999996533
autovectores,2.1,1.6091166860022597,0.14150599999993574
autovectores,2.1,2.4059817275501976,0.12159700000006524
autovectores,2.1,5.070780661530525,0.14215899999999237
autovectores,2.1,34.060652321392375,0.14208899999994173
autovectores,2.1,4.270235472810032,0.18534999999997126
autovectores,2.1,1.2614985938198051,0.13913700000000517
autovectores,2.8,17.777418745241725,0.14518299999997453
autovectores,2.8,7.5825795229491435,0.15847600000006423
autovectores,2.8,15.57560530878031,0.16285100000004604
autovectores,2.8,6.429027739591473,0.1630200000000741
autovectores,2.8,23.89163313695283,0.16229599999996935
autovectores,2.8,8.772984892949998,0.1626850000000104
autovectores,2.8,14.298096776581856,0.14216700000008586
autovectores,2.8,12.439054260532865,0.18272200000001249
autovectores,2.8,31.07181923257469,0.16232899999999972
autovectores,2.8,10.237231110621037,0.14278400000000602
autovectores,3.5,118.27493881003569,0.18165300000009665
autovectores,3.5,163.81896316363446,0.20240400000000136
autovectores,3.5,156.9089764482433,0.1836680000000115
autovectores,3.5,224.15887558307068,0.16231600000003255
autovectores,3.5,112.54142871061607,0.2026939999999513
autovectores,3.5,148.1177664025052,0.203345000000013
autovectores,3.5,44.194866006692166,0.16228499999999713
autovectores,3.5,53.97950534368023,0.18292400000007092
autovectores,3.5,73.58573291371366,0.1825019999999995
autovectores,3.5,118.97442821741,0.18283499999995456
autovectores,4.2,236.78319159543665,0.22525799999993978
autovectores,4.2,212.4064634172538,0.20010100000001785
autovectores,4.2,313.17191498478667,0.20370900000000347
autovectores,4.2,158.014375288904,0.1741389999999683
autovectores,4.2,152.59736941766002,0.20239900000001398
autovectores,4.2,731.1117209116536,0.18540999999993346
autovectores,4.2,593.3877102221243,0.21989299999995637
autovectores,4.2,517.6181160209297,0.2029299999999239
autovectores,4.2,279.4431266414127,0.1824579999999969
autovectores,4.2,442.8189481802188,0.20279600000003484
autovectores,4.9,924.1297265082329,0.22485900000003767
autovectores,4.9,2481.2968120045184,0.21983799999998155
autovectores,4.9,1863.3384830961202,0.22354700000005323
autovectores,4.9,1415.500774128364,0.22367500000007112
autovectores,4.9,2784.8789078452814,0.20261200000004465
autovectores,4.9,3398.5044591668066,0.20297999999991134
autovectores,4.9,2057.5487661008315,0.24358600000005026
autovectores,4.9,2815.0850798433617,0.22309499999994387
autovectores,4.9,2905.7737936811523,0.22318199999995159
autovectores,4.9,2415.1590824074547,0.2231930000000375
autovectores,5.6,8710.844918124445,0.22510800000009112
autovectores,5.6,13195.691501931562,0.2409460000000081
autovectores,5.6,9435.904862042975,0.26382300000000214
autovectores,5.6,17047.666852813003,0.2643479999999272
autovectores,5.6,19150.11175873641,0.22343100000000504
autovectores,5.6,3669.3588995565096,0.22285600000009254
autovectores,5.6,4744.8285768571,0.24240499999996246
autovectores,5.6,14187.425008226828,0.24354600000003757
autovectores,5.6,4310.74592111105,0.22368600000004335
autovectores,5.6,3842.0306731626597,0.24363599999992402
autovectores,6.3,30551.4055913421,0.2454850000000306
autovectores,6.3,20919.075979905665,0.24076500000001033
autovectores,6.3,29917.859713249698,0.2637640000000374
autovectores,6.3,103209.17544130603,0.2640159999999696
autovectores,6.3,62950.957810273394,0.2231890000000476
autovectores,6.3,33923.11627137059,0.24355400000001737
autovectores,6.3,81938.393938062,0.26401799999996456
autovectores,6.3,26887.473241620544,0.27196200000003046
autovectores,6.3,59344.45543443647,0.26333499999998367
autovectores,6.3,91532.10164523608,0.2637170000000424
autovectores,7.0,183788.1857989545,0.2824480000000449
autovectores,7.0,125794.85531828334,0.2441919999999982
autovectores,7.0,349187.9761408358,0.28436900000008336
autovectores,7.0,358729.1698383452,0.3049029999999675
autovectores,7.0,522299.2397740339,0.28389499999991585
autovectores,7.0,126276.89963085884,0.28227099999992333
autovectores,7.0,532582.1477708274,0.3040690000000268
autovectores,7.0,104292.74080480903,0.2840290000000323
autovectores,7.0,219761.6093627059,0.2437009999999873
autovectores,7.0,516075.6608620846,0.28435000000001764
autovectores,7.7,1638746.5039492068,0.28113699999994424
autovectores,7.7,1255289.2546314832,0.28601500000002034
autovectores,7.7,739396.9872662405,0.28406700000005003
autovectores,7.7,598904.0808918951,0.2840969999999743
autovectores,7.7,2184165.052528987,0.2847189999999955
autovectores,7.7,1481073.36581055,0.30464500000005046
autovectores,7.7,832811.383330383,0.28440499999999247
autovectores,7.7,526647.8249670331,0.3043729999999414
autovectores,7.7,1217986.0094633843,0.28469300000006115
autovectores,7.7,2580118.5485002664,0.30454599999995935
autovectores,8.4,3283905.0174926952,0.301872000000003
autovectores,8.4,5046215.048471979,0.3240369999999757
autovectores,8.4,5843112.229916404,0.3044370000000072
autovectores,8.4,2603837.9982259595,0.3044489999999769
autovectores,8.4,4591129.945083007,0.3048109999999724
autovectores,8.4,10095762.737151565,0.30001500000003034
autovectores,8.4,7928286.33098492,0.3471189999999069
autovectores,8.4,4090936.5235254015,0.3298849999999902
autovectores,8.4,12275350.045561349,0.3083430000000362
autovectores,8.4,3043601.2100770096,0.29805799999996907
autovectores,9.1,12544164.618307875,0.27412199999992026
autovectores,9.1,60716849.650154375,0.3077339999999822
autovectores,9.1,13095307.220945412,0.313207000000034
autovectores,9.1,32074239.886686694,0.3836509999999862
autovectores,9.1,29782657.09791982,0.3056139999999914
autovectores,9.1,12529787.218647527,0.3335530000000517
autovectores,9.1,33680957.34452687,0.3235779999999977
autovectores,9.1,19800122.686818972,0.28443799999990915
autovectores,9.1,50420462.57048784,0.32501800000000003
autovectores,9.1,42029334.54677021,0.32496199999991404
autovectores,9.8,114052502.64609192,0.33660599999996066
autovectores,9.8,58031663.0436712,0.3668810000000349
autovectores,9.8,302353275.95508903,0.36604299999999057
autovectores,9.8,159369582.1369662,0.34571200000004865
autovectores,9.8,123309970.57821015,0.3449759999999742
autovectores,9.8,256960020.03954273,0.3656700000000228
autovectores,9.8,94770845.96890675,0.3657389999999623
autovectores,9.8,114678631.5359803,0.34490500000003976
autovectores,9.8,147897939.93981686,0.36370799999997416
autovectores,9.8,85795080.6156586,0.36637499999994816
autovectores,10.5,633138842.9161534,0.3585359999999582
autovectores,10.5,325369154.12205994,0.36626799999999093
autovectores,10.5,903108434.7681605,0.385874000000058
autovectores,10.5,517098204.0791268,0.3651630000000523
autovectores,10.5,397273254.4015253,0.3453419999999596
autovectores,10.5,889580728.038055,0.36483899999996083
autovectores,10.5,312187830.6495663,0.34488100000010036
autovectores,10.5,740052491.2113687,0.34525699999994686
autovectores,10.5,397555322.17959774,0.34465499999998883
autovectores,10.5,317629268.9065259,0.3450720000000729
autovectores,11.2,2375515780.1407714,0.3780450000000428
autovectores,11.2,2079025627.1570103,0.36609999999996035
autovectores,11.2,2515974958.488901,0.3861460000000534
autovectores,11.2,2666417930.0219374,0.4010520000000497
autovectores,11.2,2178569077.664104,0.4063100000000759
autovectores,11.2,7450925032.271838,0.3865019999999504
autovectores,11.2,2949606859.153272,0.38588400000003276
autovectores,11.2,5489043385.2055,0.38607600000000275
autovectores,11.2,5491915638.596616,0.40592100000003484
autovectores,11.2,3489952053.525768,0.3859690000000455
autovectores,11.9,7736446392.74918,0.390739999999937
autovectores,11.9,31627668977.40283,0.3870959999999286
autovectores,11.9,13779422819.743467,0.3858269999999493
autovectores,11.9,18721977671.31208,0.3862050000000181
autovectores,11.9,31600621272.01173,0.38516699999991033
autovectores,11.9,10808868208.257133,0.38141399999994974
autovectores,11.9,36634941457.78829,0.4262530000000879
autovectores,11.9,11263993374.266304,0.40587300000004234
autovectores,11.9,17204677917.15123,0.3651999999999589
autovectores,11.9,13505712821.66527,0.4063899999999876
autovectores,12.6,37750339225.93037,0.4172240000000329
autovectores,12.6,168863759986.21042,0.4272929999999633
autovectores,12.6,43797454111.569885,0.42667599999992945
autovectores,12.6,61362821722.4038,0.40623500000003787
autovectores,12.6,48027131206.35542,0.4057119999999941
autovectores,12.6,64826494947.43649,0.4057149999999865
autovectores,12.6,181959965456.71735,0.44742200000007415
autovectores,12.6,167433301154.9759,0.44751000000007934
autovectores,12.6,49307611624.68715,0.40658699999994496
autovectores,12.6,66007642910.66472,0.40459099999998216
autovectores,13.3,342266861909.0346,0.4565790000000334
autovectores,13.3,680138669241.7687,0.4478670000000875
autovectores,13.3,194861781150.78058,0.40643199999999524
autovectores,13.3,827573771499.1145,0.4467489999999543
autovectores,13.3,782098202396.8339,0.4667619999999033
autovectores,13.3,407035558670.2192,0.4263219999999137
autovectores,13.3,635295028124.1307,0.44667500000002747
autovectores,13.3,291993786691.4297,0.44179400000007263
autovectores,13.3,405687450257.9139,0.4474870000000237
autovectores,13.3,451743302891.6521,0.48716000000001713
autovectores,14.0,1698059853761.2024,0.4599829999999656
autovectores,14.0,1557336227028.5137,0.4476789999999937
autovectores,14.0,921245993835.6403,0.4470360000000255
autovectores,14.0,990560425975.7164,0.45328200000005836
autovectores,14.0,980162954475.8489,0.46676800000000185
autovectores,14.0,1619894992583.234,0.46735400000000027
autovectores,14.0,1714785424981.0713,0.40625599999998485
autovectores,14.0,1159222249631.3315,0.4398760000000266
autovectores,14.0,1263052892807.667,0.46325000000001637
autovectores,14.0,1835906380817.2278,0.46732200000008106
autovalores,0.0,0.29316857865733736,0.12513000000001284
autovalores,0.0,1.5474266239335153,0.1590999999999667
autovalores,0.0,0.8148428117839547,0.122066000000018
autovalores,0.0,2.0385465899498634,0.16323799999997846
autovalores,0.0,2.0650355807114664,0.12162499999999454
autovalores,0.0,0.6379647293646258,0.1429279999999835
autovalores,0.0,1.0210016950613972,0.14244799999994484
autovalores,0.0,0.525851101492387,0.12197500000002037
autovalores,0.0,0.7278728254928826,0.1418830000000071
autovalores,0.0,1.0348801997414139,0.14223500000002787
autovalores,0.7,7.396968898297229,0.14591700000005403
autovalores,0.7,2.7389038826653818,0.1403699999999617
autovalores,0.7,2.950450960047523,0.18226000000004206
autovalores,0.7,4.481760162260774,0.16338299999995343
autovalores,0.7,1.466599218761125,0.14296600000000126
autovalores,0.7,2.9949948110827966,0.14604900000006182
autovalores,0.7,3.5657781715018904,0.14613999999994576
autovalores,0.7,9.152096488659572,0.14782500000001164
autovalores,0.7,4.197509492126716,0.14680200000009336
autovalores,0.7,2.1998157191271703,0.16735800000003564
autovalores,1.4,16.34547583401258,0.16453899999999066
autovalores,1.4,27.460585329150756,0.18270000000006803
autovalores,1.4,10.161234670277269,0.16630500000007942
autovalores,1.4,19.019980107921786,0.16679199999998673
autovalores,1.4,33.38275041676907,0.19093599999996513
autovalores,1.4,9.934971237824284,0.14567599999998038
autovalores,1.4,9.952736425269064,0.1716190000000779
autovalores,1.4,15.020614714029662,0.18744700000002013
autovalores,1.4,15.432049580877461,0.19063199999993685
autovalores,1.4,24.53009698510304,0.1681020000000899
autovalores,2.1,156.41521379929685,0.2078000000000202
autovalores,2.1,93.19393798298219,0.2041510000000244
autovalores,2.1,52.5041442744928,0.1851930000000266
autovalores,2.1,120.88635697631055,0.1849409999999807
autovalores,2.1,98.72885369522245,0.18359200000008968
autovalores,2.1,91.90904714212118,0.1830649999999423
autovalores,2.1,118.15197796820325,0.20505500000001575
autovalores,2.1,54.02293686175361,0.18473599999992985
autovalores,2.1,114.48219186081171,0.18356700000003912
autovalores,2.1,146.47316054134885,0.1635469999999941
autovalores,2.8,624.6326840130065,0.23953799999992498
autovalores,2.8,260.802920137501,0.1822429999999713
autovalores,2.8,264.6836542837125,0.20315500000003794
autovalores,2.8,580.1155989621317,0.22394599999995535
autovalores,2.8,653.2934366409387,0.2234960000000683
autovalores,2.8,390.46168044325026,0.2035399999999754
autovalores,2.8,504.3564942260664,0.18342599999994036
autovalores,2.8,225.9827096431418,0.2031729999999925
autovalores,2.8,921.6800181601602,0.18297900000004574
autovalores,2.8,702.0422366135466,0.2035479999999552
autovalores,3.5,1993.7689276985882,0.24710400000003574
autovalores,3.5,2199.6938876619106,0.22160299999995914
autovalores,3.5,4353.021315803005,0.24404599999991206
autovalores,3.5,3558.4230545765267,0.24354200000004766
autovalores,3.5,1042.9363550955038,0.2233690000000479
autovalores,3.5,919.4551679816765,0.20319399999993948
autovalores,3.5,3561.9751763524423,0.24362900000005538
autovalores,3.5,4933.151626324643,0.2241719999999532
autovalores,3.5,1487.7175488541855,0.20377000000007683
autovalores,3.5,2030.6694310848723,0.22381399999994755
autovalores,4.2,18631.957978919825,0.2254450000000361
autovalores,4.2,6236.394746143024,0.2623439999999846
autovalores,4.2,20747.742634759612,0.24428399999999328
autovalores,4.2,5494.19215768773,0.24366299999996954
autovalores,4.2,7184.826750577773,0.2646429999999782
autovalores,4.2,4129.635937762245,0.244036000000051
autovalores,4.2,10319.259455159483,0.2461639999999079
autovalores,4.2,13902.307176047867,0.24415099999998802
autovalores,4.2,12709.810593297318,0.24419299999999566
autovalores,4.2,7955.929820059605,0.20298999999999978
autovalores,4.9,47762.93887783834,0.24412699999993492
autovalores,4.9,21274.00604404697,0.26320799999996325
autovalores,4.9,21913.974335021863,0.24525699999992412
autovalores,4.9,53130.743445773034,0.26445000000001073
autovalores,4.9,68003.8790217889,0.2641439999999875
autovalores,4.9,58541.52271846886,0.2597130000000334
autovalores,4.9,111610.67328400558,0.3158219999999119
autovalores,4.9,51322.78493844769,0.29955600000005234
autovalores,4.9,73341.262798566,0.2349980000000187
autovalores,4.9,38142.07129656427,0.27041400000007343
autovalores,5.6,250969.94387836437,0.3583249999999225
autovalores,5.6,511949.45064449427,0.3072499999999536
autovalores,5.6,197583.75858215668,0.2594209999999748
autovalores,5.6,220244.53002284368,0.25736299999994117
autovalores,5.6,271741.92046577163,0.32342099999993934
autovalores,5.6,510318.1782945585,0.2650659999999334
autovalores,5.6,519754.372595695,0.29920000000004165
autovalores,5.6,101240.52315678072,0.26079200000003766
autovalores,5.6,582673.0913505679,0.28480899999999565
autovalores,5.6,96388.7904802165,0.2843849999999293
autovalores,6.3,145895645.0825088,0.35901799999999184
autovalores,6.3,297701.2641874137,0.2652180000000044
autovalores,6.3,874126.0056616344,0.28516799999999876
autovalores,6.3,13091712.42640551,0.3260520000000042
autovalores,6.3,1448147.0549365443,0.305419000000029
autovalores,6.3,437636.71630656003,0.30521199999998316
autovalores,6.3,10623134.642586388,0.32620299999996405
autovalores,6.3,1253688.6717241646,0.30502100000001064
autovalores,6.3,1022469.2508213163,0.2850779999999986
autovalores,6.3,1090140.5282035794,0.2645660000000589
autovalores,7.0,230076876708.89426,0.4389380000000074
autovalores,7.0,610667.295028443,0.28141500000003816
autovalores,7.0,78452170.07117939,0.30733100000009017
autovalores,7.0,1623926991945.5132,0.5434480000000121
autovalores,7.0,1623419925286.2559,0.5292670000000044
autovalores,7.0,624738.1768618216,0.26428099999998267
autovalores,7.0,1617375934896.4802,0.4885739999999714
autovalores,7.0,1492385194737.3376,0.46779000000003634
autovalores,7.0,3212913235.3868155,0.38636700000006385
autovalores,7.0,1625642007025.3477,0.4877010000000155
autovalores,7.7,1635529502409.5295,0.5134439999999358
autovalores,7.7,1614272571311.314,0.5077850000000126
