id,k,alpha,time,acc,score
1,200,70,0.0012319184499991328,0.59,0.118
2,180,68,0.001252232383332815,0.59,0.118
3,180,72,0.001530538299999762,0.58,0.11599999999999999
4,220,68,0.0010001971833332845,0.61,0.122
5,220,72,0.0011081795833338978,0.62,0.124
6,200,74,0.0015700592666670825,0.61,0.122
7,240,70,0.0008454830333334939,0.62,0.124
8,240,74,0.0012252154666668956,0.63,0.126
9,220,76,0.0014144315666669628,0.61,0.122
10,260,72,0.0011937474999986837,0.6,0.12
11,260,76,0.0008476103999991362,0.62,0.124
