id,k,alpha,time,acc,score
1,1675,250,0.005766286316666462,0.64,0.128
2,1665,240,0.005513641933333702,0.64,0.128
3,1665,260,0.0060634592499998995,0.65,0.13
4,1685,240,0.004111664366666901,0.64,0.128
5,1685,260,0.0048673867499995065,0.63,0.126
6,1655,250,0.004585792316667418,0.66,0.132
7,1655,270,0.006601805716666339,0.66,0.132
8,1675,270,0.005000064550000616,0.63,0.126
9,1645,260,0.004733342900000063,0.64,0.128
10,1645,280,0.0067567256666668145,0.67,0.134
11,1665,280,0.005282752183333628,0.66,0.132
12,1635,270,0.005144167666666514,0.65,0.13
13,1635,290,0.0069607953666661615,0.65,0.13
14,1655,290,0.0055658519666669315,0.65,0.13
