id,k,alpha,time,acc,score
1,500,70,0.001522169133333288,0.56,0.11200000000000002
2,480,68,0.0016450027833324536,0.56,0.11200000000000002
3,480,72,0.0012133793166678212,0.57,0.11399999999999999
4,520,68,0.0009106080166664773,0.55,0.11000000000000001
5,520,72,0.0013144616333344553,0.57,0.11399999999999999
6,500,74,0.0016433101166664224,0.55,0.11000000000000001
7,540,70,0.0011563791499990355,0.57,0.11399999999999999
8,540,74,0.0012448606666680463,0.58,0.11599999999999999
9,520,76,0.001963145466665613,0.58,0.11599999999999999
10,560,72,0.0008908220833329021,0.57,0.11399999999999999
11,560,76,0.0012222222833334702,0.56,0.11200000000000002
