id,k,alpha,time,acc,score
1,100,50,0.0009188782833329394,0.56,0.11200000000000002
2,80,48,0.0006186952666666912,0.56,0.11200000000000002
3,80,52,0.0011873808166664426,0.57,0.11399999999999999
4,120,48,0.0004972358166658827,0.56,0.11200000000000002
5,120,52,0.0006997360999984418,0.53,0.10600000000000001
6,60,50,0.0007875643500009725,0.58,0.11599999999999999
7,60,54,0.0007744695166669165,0.57,0.11399999999999999
8,100,54,0.0004714475833338838,0.58,0.11599999999999999
9,80,56,0.000999556216667467,0.6,0.12
10,120,56,0.0007777668500011714,0.55,0.11000000000000001
11,60,58,0.0010085271166663764,0.54,0.10800000000000001
12,100,58,0.0007384105500004049,0.58,0.11599999999999999
