id,k,alpha,time,acc,score
1,1725,250,0.005873471583333867,0.62,0.124
2,1715,240,0.005655440599999413,0.63,0.126
3,1715,260,0.006753217083333614,0.63,0.126
4,1735,240,0.004647021066665502,0.63,0.126
5,1735,260,0.00552465365000027,0.63,0.126
6,1725,270,0.006636947550000135,0.64,0.128
7,1745,250,0.005128260499998305,0.63,0.126
8,1745,270,0.005334462183333244,0.63,0.126
9,1715,280,0.007386943316667309,0.66,0.132
10,1735,280,0.005866586100000859,0.66,0.132
11,1725,290,0.007260361183332027,0.67,0.134
12,1745,290,0.005973296783332671,0.64,0.128
13,1715,300,0.007379589733333584,0.66,0.132
14,1735,300,0.005897705216667267,0.64,0.128
