id,k,alpha,time,acc,score
1,1800,450,0.012147601866665051,0.63,0.126
2,1790,440,0.011831621316667906,0.64,0.128
3,1790,460,0.012553865216665372,0.63,0.126
4,1810,440,0.01043491921666752,0.63,0.126
5,1810,460,0.010467921333334592,0.64,0.128
6,1800,470,0.012996649600000864,0.65,0.13
7,1820,450,0.00990329161666826,0.61,0.122
8,1820,470,0.010916447966667419,0.65,0.13
9,1810,480,0.01386171129999904,0.64,0.128
10,1830,460,0.010401456049999069,0.62,0.124
11,1830,480,0.011373176916667187,0.61,0.122
