id,k,alpha,time,acc,score
1,700,70,0.0014425181166662544,0.58,0.11599999999999999
2,680,68,0.0015800856333328284,0.57,0.11399999999999999
3,680,72,0.0015750579333333311,0.58,0.11599999999999999
4,720,68,0.0013447762166663324,0.57,0.11399999999999999
5,720,72,0.0011279582833348437,0.6,0.12
6,700,74,0.001714240766667293,0.59,0.118
7,740,70,0.0013132622833325058,0.58,0.11599999999999999
8,740,74,0.0011150226833346248,0.62,0.124
9,720,76,0.001682102133332819,0.63,0.126
10,760,72,0.0014180258333340134,0.61,0.122
11,760,76,0.0013728301833339173,0.6,0.12
12,700,78,0.0015096887999997458,0.61,0.122
13,740,78,0.001226384333333878,0.6,0.12
