id,k,alpha,time,acc,score
1,500,50,0.0011303444833326163,0.54,0.10800000000000001
2,480,48,0.0011451432166666108,0.54,0.10800000000000001
3,480,52,0.0009759542333332168,0.54,0.10800000000000001
4,520,48,0.000986242516665925,0.55,0.11000000000000001
5,520,52,0.000765621050000694,0.55,0.11000000000000001
6,500,54,0.0014387829666664706,0.54,0.10800000000000001
7,540,50,0.0008343787833344625,0.55,0.11000000000000001
8,540,54,0.0008531517000013385,0.56,0.11200000000000002
9,520,56,0.0013935629666661953,0.58,0.11599999999999999
10,560,52,0.0008722475333324079,0.55,0.11000000000000001
11,560,56,0.001120473299999958,0.55,0.11000000000000001
12,500,58,0.0009944115333325953,0.57,0.11399999999999999
13,540,58,0.0012537746333331748,0.57,0.11399999999999999
