id,k,alpha,time,acc,score
1,700,60,0.001242684433333352,0.55,0.11000000000000001
2,680,58,0.001395434150000104,0.55,0.11000000000000001
3,680,62,0.0014524026333333495,0.55,0.11000000000000001
4,720,58,0.0008798088166675674,0.56,0.11200000000000002
5,720,62,0.0013568927833337815,0.57,0.11399999999999999
6,700,64,0.0014912768500001524,0.56,0.11200000000000002
7,740,60,0.0008405835499994889,0.56,0.11200000000000002
8,740,64,0.0014201269000011507,0.58,0.11599999999999999
9,720,66,0.0015773637166660137,0.58,0.11599999999999999
10,760,62,0.0012041283000011542,0.57,0.11399999999999999
11,760,66,0.0012688751499998338,0.57,0.11399999999999999
