id,k,alpha,time,acc,score
1,900,20,0.0009124137999985275,0.53,0.10600000000000001
2,880,18,0.0007118071999987781,0.5,0.1
3,880,22,0.0010411331666659862,0.54,0.10800000000000001
4,920,18,0.0006769156833343004,0.51,0.10200000000000001
5,920,22,0.0008045282000011866,0.52,0.10400000000000001
6,860,20,0.0007760226666656914,0.49,0.098
7,860,24,0.0009771241999999348,0.56,0.11200000000000002
8,900,24,0.0006962075833333377,0.55,0.11000000000000001
9,840,22,0.0007904707000003934,0.52,0.10400000000000001
10,840,26,0.000929230766666933,0.54,0.10800000000000001
11,880,26,0.0010138338666668763,0.55,0.11000000000000001
