id,k,alpha,time,acc,score
1,500,50,24.14784651905,0.52,0.017945009423158333
2,480,48,2.1017034678166664,0.54,0.10800000000000001
3,480,52,2.4758003240999984,0.54,0.10800000000000001
4,520,48,0.0004952026833355679,0.55,0.11000000000000001
5,520,52,0.0005098040000007132,0.55,0.11000000000000001
6,500,54,2.4982890957999984,0.54,0.10800000000000001
7,540,50,5.650706666529004e-05,0.52,0.10400000000000001
8,540,54,0.0005223228000014994,0.56,0.11200000000000002
9,520,56,2.612388292666666,0.58,0.11599999999999999
10,560,52,0.000520454483330468,0.55,0.11000000000000001
11,560,56,0.0005473581166673588,0.55,0.11000000000000001
12,500,58,2.715306164666663,0.57,0.11399999999999999
13,540,58,0.0005570592499983225,0.57,0.11399999999999999
