id,k,alpha,time,acc,score
1,500,30,1.00766536955,0.51,0.10200000000000001
2,480,28,0.89053576345,0.52,0.10400000000000001
3,480,32,1.0040274809666665,0.51,0.10200000000000001
4,520,28,0.00035882083333357666,0.49,0.098
5,520,32,0.0003806082500001177,0.53,0.10600000000000001
6,500,34,1.2646557795166666,0.54,0.10800000000000001
7,540,30,0.000374689499999666,0.5,0.1
8,540,34,0.0003973185666666268,0.51,0.10200000000000001
9,480,36,1.29623155365,0.53,0.10600000000000001
10,520,36,0.0004021192833334908,0.54,0.10800000000000001
