id,k,alpha,time,acc,score
1,1575,200,0.0043766318833329855,0.62,0.124
2,1565,190,0.004239584733333383,0.61,0.122
3,1565,210,0.004715105766666739,0.63,0.126
4,1585,190,0.0032700422999999055,0.62,0.124
5,1585,210,0.0037373385833333827,0.63,0.126
6,1575,220,0.004859532166666724,0.62,0.124
7,1595,200,0.0034322547333331954,0.64,0.128
8,1595,220,0.004024397366666695,0.64,0.128
9,1585,230,0.005356460066666576,0.63,0.126
10,1605,210,0.003580716266666665,0.63,0.126
11,1605,230,0.004198051933333602,0.64,0.128
