id,k,alpha,time,acc,score
1,600,60,0.001239935516667856,0.54,0.10800000000000001
2,580,58,0.0012858952166671619,0.56,0.11200000000000002
3,580,62,0.0015398482666663918,0.56,0.11200000000000002
4,620,58,0.0011730998833324217,0.55,0.11000000000000001
5,620,62,0.0010357411166675471,0.55,0.11000000000000001
6,560,60,0.000865425066666603,0.58,0.11599999999999999
7,560,64,0.0011452235833341244,0.56,0.11200000000000002
8,600,64,0.0008959797333337368,0.54,0.10800000000000001
9,540,58,0.001218516933333073,0.57,0.11399999999999999
10,540,62,0.0008155813500006086,0.58,0.11599999999999999
