id,k,alpha,time,acc,score
1,1750,700,0.019924696549999985,0.61,0.122
2,1740,690,0.02091299106666611,0.63,0.126
3,1740,710,0.020869241533334085,0.64,0.128
4,1760,690,0.01600871100000063,0.61,0.122
5,1760,710,0.017370089883333623,0.61,0.122
6,1730,700,0.017224003083333626,0.65,0.13
7,1730,720,0.020103450366665734,0.66,0.132
8,1750,720,0.017089476466666535,0.61,0.122
9,1720,710,0.015973412450000522,0.64,0.128
10,1720,730,0.0212499049166676,0.64,0.128
11,1740,730,0.016471378916666404,0.65,0.13
