id,k,alpha,time,acc,score
1,1775,350,0.008728946183333619,0.64,0.128
2,1765,340,0.008678793050000877,0.65,0.13
3,1765,360,0.009449157683333927,0.64,0.128
4,1785,340,0.007159838633333493,0.63,0.126
5,1785,360,0.007723703516666092,0.61,0.122
6,1755,330,0.00816300041666788,0.66,0.132
7,1755,350,0.007085264566666183,0.64,0.128
8,1775,330,0.0066099721166665406,0.63,0.126
9,1745,320,0.008199108099999346,0.65,0.13
10,1745,340,0.007242498216665657,0.66,0.132
11,1765,320,0.007004776633332692,0.63,0.126
