id,k,alpha,time,acc,score
1,100,80,0.0014969442166668993,0.54,0.10800000000000001
2,80,78,0.0016960343500007488,0.55,0.11000000000000001
3,80,82,0.0013326503666661437,0.56,0.11200000000000002
4,120,78,0.0012941805333336258,0.56,0.11200000000000002
5,120,82,0.0012662552000004248,0.57,0.11399999999999999
6,100,84,0.0017370878500003073,0.59,0.118
7,140,80,0.0010205594833337273,0.58,0.11599999999999999
8,140,84,0.0012657337333327708,0.59,0.118
9,120,86,0.001785721566667083,0.54,0.10800000000000001
10,160,82,0.0010414289999999937,0.61,0.122
11,160,86,0.0012391533833323366,0.62,0.124
12,140,88,0.001898500249999794,0.61,0.122
13,180,84,0.0010817622666669043,0.62,0.124
14,180,88,0.0012495086333331074,0.62,0.124
