id,k,alpha,time,acc,score
1,1750,550,0.015383474466665348,0.62,0.124
2,1740,540,0.014984397183333916,0.61,0.122
3,1740,560,0.015251055833332808,0.63,0.126
4,1760,540,0.012849698700000545,0.61,0.122
5,1760,560,0.012952112049998733,0.61,0.122
6,1730,550,0.013194316349999251,0.64,0.128
7,1730,570,0.01686938088333439,0.64,0.128
8,1750,570,0.014067995800000213,0.63,0.126
9,1720,560,0.012620008999999755,0.64,0.128
10,1720,580,0.01653204813333294,0.64,0.128
11,1740,580,0.013189090049998716,0.63,0.126
