id,k,alpha,time,acc,score
1,1600,250,0.005758125133333654,0.62,0.124
2,1590,240,0.005232341500000833,0.63,0.126
3,1590,260,0.006579728383333834,0.63,0.126
4,1610,240,0.0043684646000002655,0.63,0.126
5,1610,260,0.004969310583333216,0.63,0.126
6,1600,270,0.006480045950000127,0.64,0.128
7,1620,250,0.00446012048333273,0.64,0.128
8,1620,270,0.004803409416666682,0.64,0.128
9,1610,280,0.006612656483332558,0.65,0.13
10,1630,260,0.004875413399999692,0.64,0.128
11,1630,280,0.005280145416666452,0.66,0.132
12,1620,290,0.006817486950000292,0.65,0.13
13,1640,270,0.005072691250000124,0.65,0.13
14,1640,290,0.005489040499999949,0.67,0.134
15,1630,300,0.0071982745166669325,0.66,0.132
16,1650,280,0.005049852583332874,0.66,0.132
17,1650,300,0.005781410933334049,0.66,0.132
