id,k,alpha,time,acc,score
1,1500,500,0.013377380466666604,0.63,0.126
2,1490,490,0.013307651566666696,0.63,0.126
3,1490,510,0.013856896516666713,0.64,0.128
4,1510,490,0.010829302049999967,0.65,0.13
5,1510,510,0.011527646966666675,0.64,0.128
6,1500,480,0.012822772866666672,0.64,0.128
7,1520,480,0.010930790950000002,0.66,0.132
8,1520,500,0.011337073933333386,0.65,0.13
9,1510,470,0.012011964333333344,0.65,0.13
10,1530,470,0.009825140549999981,0.64,0.128
11,1530,490,0.01102819936666665,0.65,0.13
