id,k,alpha,time,acc,score
1,100,20,0.0003134665499999301,0.45,0.09
2,80,18,0.0003693285166662008,0.5,0.1
3,80,22,0.000605634783333168,0.47,0.094
4,120,18,0.0004290833333338166,0.47,0.094
5,120,22,0.0005446419500003685,0.46,0.092
6,60,16,0.0004187585500005753,0.51,0.10200000000000001
7,60,20,0.000403313066666063,0.53,0.10600000000000001
8,100,16,6.813056666601369e-05,0.49,0.098
9,40,18,0.00023515098333367254,0.51,0.10200000000000001
10,40,22,0.00018599778333433886,0.52,0.10400000000000001
