id,k,alpha,time,acc,score
1,500,40,0.0007329393166666402,0.54,0.10800000000000001
2,480,38,0.0006334623833330018,0.55,0.11000000000000001
3,480,42,0.001241114850000713,0.55,0.11000000000000001
4,520,38,0.00036552621666601225,0.52,0.10400000000000001
5,520,42,0.00048187451666497814,0.55,0.11000000000000001
6,500,44,0.0010962622499998058,0.55,0.11000000000000001
7,540,40,0.0007308640333349104,0.55,0.11000000000000001
8,540,44,0.0008216430833329014,0.56,0.11200000000000002
9,520,46,0.001039706033333232,0.55,0.11000000000000001
10,560,42,0.0008198239166669433,0.55,0.11000000000000001
11,560,46,0.0007830435166662635,0.56,0.11200000000000002
