id,k,alpha,time,acc,score
1,100,400,0.5319365277333418,0.6635856573705179,0.13271713147410358
2,94,375,0.49372784675000125,0.6650199203187251,0.13300398406374503
3,94,425,0.5481038628166668,0.6621513944223107,0.13243027888446215
4,106,375,0.49642040671666715,0.6635856573705179,0.13271713147410358
5,106,425,0.5485221810166574,0.6586454183266932,0.13172908366533864
6,88,350,0.4206217059333388,0.667410358565737,0.1334820717131474
7,88,400,0.5213782129833362,0.6645418326693228,0.13290836653386456
8,100,350,0.4225361304666573,0.6656573705179283,0.13313147410358567
9,82,325,0.39431823523332243,0.6659760956175299,0.133195219123506
10,82,375,0.48558711960001044,0.6640637450199203,0.13281274900398404
11,94,325,0.3966720696833363,0.667410358565737,0.1334820717131474
