id,k,alpha,time,acc,score
1,52,400,0.5143104185666668,0.6696414342629482,0.13392828685258965
2,46,375,0.4882888070666676,0.666613545816733,0.1333227091633466
3,46,425,0.5523349184499996,0.6678884462151394,0.13357768924302788
4,58,375,0.48814567055000185,0.6707569721115538,0.13415139442231078
5,58,425,0.5525653662333335,0.6683665338645418,0.13367330677290837
6,52,350,0.42589101260000084,0.6717131474103586,0.1343426294820717
7,64,350,0.4226133364333312,0.6718725099601593,0.13437450199203188
8,64,400,0.5142571971333306,0.6643824701195219,0.1328764940239044
9,58,325,0.3726024534500008,0.6701195219123506,0.1340239043824701
10,70,325,0.36905449079999925,0.6696414342629482,0.13392828685258965
11,70,375,0.48853681021666945,0.6643824701195219,0.1328764940239044
