id,k,alpha,time,acc,score
1,52,350,0.4213631623333337,0.6717131474103586,0.1343426294820717
2,46,325,0.3909597453166687,0.6718725099601593,0.13437450199203188
3,46,375,0.4675453373166685,0.666613545816733,0.1333227091633466
4,58,325,0.3935149620000023,0.6701195219123506,0.1340239043824701
5,58,375,0.4608599942666653,0.6707569721115538,0.13415139442231078
6,40,300,0.32096723511666597,0.6745816733067729,0.13491633466135458
7,40,350,0.41565998203333265,0.6715537848605577,0.13431075697211153
8,52,300,0.31534574721666786,0.6733067729083665,0.1346613545816733
9,34,275,0.2884423743666654,0.6712350597609562,0.13424701195219124
10,34,325,0.3928050768500005,0.6688446215139442,0.13376892430278883
11,46,275,0.29137495363333227,0.6750597609561753,0.13501195219123505
12,40,250,0.2368853753000015,0.6691633466135458,0.13383266932270915
13,52,250,0.23987723739999942,0.6701195219123506,0.1340239043824701
