id,k,alpha,time,acc,score
1,100,150,0.11233537285000542,0.6680478087649402,0.13360956175298805
2,94,125,0.09422265078333111,0.6704382470119522,0.13408764940239043
3,94,175,0.1357456099666706,0.671394422310757,0.1342788844621514
4,106,125,0.09490324164999038,0.6696414342629482,0.13392828685258965
5,106,175,0.13561003139999836,0.6709163346613546,0.13418326693227092
6,88,150,0.11077084028333957,0.6686852589641434,0.1337370517928287
7,88,200,0.1689149686999978,0.6715537848605577,0.13431075697211153
8,100,200,0.16751411666667385,0.6693227091633466,0.13386454183266933
9,82,175,0.13506356018333462,0.6693227091633466,0.13386454183266933
10,82,225,0.20522038299999015,0.6647011952191235,0.1329402390438247
11,94,225,0.2052307600000101,0.6690039840637451,0.133800796812749
