id,k,alpha,time,acc,score
1,200,50,0.15474094501666666,0.53,0.10600000000000001
2,180,48,0.14031321065000002,0.54,0.10800000000000001
3,180,52,0.1452612401333333,0.56,0.11200000000000002
4,220,48,0.000724979766666678,0.53,0.10600000000000001
5,220,52,0.0007690623833333631,0.55,0.11000000000000001
6,160,50,0.0007525813499999146,0.55,0.11000000000000001
7,160,54,0.15868433208333327,0.58,0.11599999999999999
8,200,54,0.0007860461666666652,0.57,0.11399999999999999
9,140,52,0.0007468710166666171,0.52,0.10400000000000001
10,140,56,0.17131477631666658,0.58,0.11599999999999999
11,180,56,0.0007965001166667207,0.58,0.11599999999999999
