id,k,alpha,time,acc,score
1,900,50,0.14138541388333334,0.57,0.11399999999999999
2,880,48,0.15966162671666667,0.54,0.10800000000000001
3,880,52,0.1476994327833334,0.58,0.11599999999999999
4,920,48,0.000987291850000105,0.57,0.11399999999999999
5,920,52,0.0010312991333333817,0.57,0.11399999999999999
6,860,50,0.0009787385999999287,0.55,0.11000000000000001
7,860,54,0.15866106144999997,0.58,0.11599999999999999
8,900,54,0.0010164857500000106,0.59,0.118
9,880,56,0.17132086769999996,0.57,0.11399999999999999
10,920,56,0.0010335949500001125,0.59,0.118
