id,k,alpha,time,acc,score
1,400,20,0.10970402176666667,0.48,0.096
2,380,18,0.11719067375000002,0.49,0.098
3,380,22,0.10938843990000002,0.45,0.09
4,420,18,0.00045685515000002395,0.49,0.098
5,420,22,0.0005099416500000231,0.5,0.1
6,400,24,0.12561985230000008,0.5,0.1
7,440,20,0.0004683651333333927,0.5,0.1
8,440,24,0.0005425473666666865,0.52,0.10400000000000001
9,420,26,0.12146796166666671,0.5,0.1
10,460,22,0.0005141619833332574,0.51,0.10200000000000001
11,460,26,0.0005245116333333281,0.51,0.10200000000000001
