id,k,alpha,time,acc,score
1,100,70,0.17772166746666668,0.56,0.11200000000000002
2,80,68,0.17432164825,0.55,0.11000000000000001
3,80,72,0.18036800718333332,0.56,0.11200000000000002
4,120,68,0.0009241630500000042,0.57,0.11399999999999999
5,120,72,0.0009583527333333564,0.56,0.11200000000000002
6,100,66,0.1758210925666666,0.57,0.11399999999999999
7,140,66,0.0009247533833333913,0.59,0.118
8,140,70,0.0009952290833333895,0.57,0.11399999999999999
9,120,64,0.17391503106666661,0.58,0.11599999999999999
10,160,64,0.0008965320833333124,0.58,0.11599999999999999
11,160,68,0.0009417892500000136,0.59,0.118
