id,k,alpha,time,acc,score
1,200,50,0.15849653333333333,0.44,0.088
2,198,48,0.1491399454166667,0.5,0.1
3,198,52,0.16030564143333326,0.47,0.094
4,202,48,0.0008121922999999735,0.51,0.10200000000000001
5,202,52,0.0008619653000000227,0.48,0.096
6,200,46,0.15739859538333328,0.52,0.10400000000000001
7,204,46,0.0007806489499999476,0.52,0.10400000000000001
8,204,50,0.0008588449166666123,0.44,0.088
9,202,44,0.15527348146666675,0.48,0.096
10,206,44,0.0007709654166666506,0.48,0.096
11,206,48,0.0008151905166666751,0.52,0.10400000000000001
