id,k,alpha,time,acc,score
1,300,90,0.18884909704999997,0.6,0.12
2,280,88,0.18906037803333334,0.61,0.122
3,280,92,0.19154518280000002,0.59,0.118
4,320,88,0.0012467513000000707,0.59,0.118
5,320,92,0.0013001226000000088,0.58,0.11599999999999999
6,260,86,0.18228673504999998,0.62,0.124
7,260,90,0.0012798575666665831,0.58,0.11599999999999999
8,300,86,0.0012092522500000294,0.58,0.11599999999999999
9,240,84,0.1856148872000001,0.62,0.124
10,240,88,0.001212513450000093,0.59,0.118
11,280,84,0.0011867739333334033,0.59,0.118
