id,k,alpha,time,acc,score
1,500,40,0.13311750291666666,0.54,0.10800000000000001
2,480,38,0.14440511225,0.54,0.10800000000000001
3,480,42,0.1394780751666667,0.55,0.11000000000000001
4,520,38,0.0007133658666666894,0.53,0.10600000000000001
5,520,42,0.0007638544166666724,0.53,0.10600000000000001
6,460,40,0.000719823733333295,0.55,0.11000000000000001
7,460,44,0.14046277475,0.56,0.11200000000000002
8,500,44,0.0007692169833333651,0.56,0.11200000000000002
9,480,46,0.14637083871666665,0.55,0.11000000000000001
10,520,46,0.0007976634833333663,0.56,0.11200000000000002
