id,k,alpha,time,acc,score
1,1500,500,0.014074962716665595,0.63,0.126
2,1490,490,0.013760800783332645,0.63,0.126
3,1490,510,0.01471698863333207,0.64,0.128
4,1510,490,0.011057773683334441,0.65,0.13
5,1510,510,0.011948778516665471,0.64,0.128
6,1500,480,0.013563684766666029,0.64,0.128
7,1520,480,0.010490275250000044,0.66,0.132
8,1520,500,0.011011079983334563,0.65,0.13
9,1510,470,0.012644102349999761,0.65,0.13
10,1530,470,0.010774217849999938,0.64,0.128
11,1530,490,0.0106965933666667,0.65,0.13
