id,k,alpha,time,acc,score
1,400,700,0.019395158300000048,0.57,0.11399999999999999
2,390,690,0.01889377980000025,0.58,0.11599999999999999
3,390,710,0.02003786001666678,0.57,0.11399999999999999
4,410,690,0.016594707483333575,0.57,0.11399999999999999
5,410,710,0.01604674711666689,0.57,0.11399999999999999
6,380,680,0.019557379500000138,0.59,0.118
7,380,700,0.01641356288333308,0.59,0.118
8,400,680,0.01709906953333302,0.58,0.11599999999999999
9,370,690,0.016770436100000553,0.61,0.122
10,370,710,0.01607942646666629,0.59,0.118
11,360,680,0.01620089048333284,0.6,0.12
12,360,700,0.016714575916666755,0.6,0.12
