id,k,alpha,time,acc,score
1,100,1100,0.03367345378333333,0.54,0.10800000000000001
2,90,1090,0.033954433533333335,0.57,0.11399999999999999
3,90,1110,0.03522876491666667,0.56,0.11200000000000002
4,110,1090,0.027230792083333337,0.53,0.10600000000000001
5,110,1110,0.027455684466666654,0.53,0.10600000000000001
6,80,1080,0.03373407473333329,0.59,0.118
7,80,1100,0.027593410433333312,0.6,0.12
8,100,1080,0.026892043416666667,0.54,0.10800000000000001
9,70,1090,0.026856526983333375,0.61,0.122
10,70,1110,0.02759777330000001,0.61,0.122
11,60,1100,0.027209857683333342,0.58,0.11599999999999999
12,60,1120,0.03420973225000002,0.6,0.12
13,80,1120,0.02734363386666671,0.59,0.118
