id,k,alpha,time,acc,score
1,600,500,0.013391549366666785,0.58,0.11599999999999999
2,590,490,0.013325912616665884,0.59,0.118
3,590,510,0.014134928416666526,0.59,0.118
4,610,490,0.01125981124999953,0.58,0.11599999999999999
5,610,510,0.011685760900000257,0.58,0.11599999999999999
6,580,500,0.010928198833334098,0.58,0.11599999999999999
7,580,520,0.014597233449999672,0.6,0.12
8,600,520,0.011689783616666697,0.58,0.11599999999999999
9,570,510,0.011251452566666369,0.59,0.118
10,570,530,0.015090743016666389,0.6,0.12
11,590,530,0.012267230750000142,0.58,0.11599999999999999
