id,k,alpha,time,acc,score
1,300,700,0.01872647273333333,0.56,0.11200000000000002
2,290,690,0.019633681333333187,0.56,0.11200000000000002
3,290,710,0.020299858466666383,0.56,0.11200000000000002
4,310,690,0.016615700100000196,0.57,0.11399999999999999
5,310,710,0.016562049583333287,0.57,0.11399999999999999
6,300,720,0.021548028750000014,0.54,0.10800000000000001
7,320,700,0.01526349860000001,0.58,0.11599999999999999
8,320,720,0.01586431189999994,0.58,0.11599999999999999
9,310,730,0.020689476950000105,0.56,0.11200000000000002
10,330,710,0.015480084466666237,0.57,0.11399999999999999
11,330,730,0.016166330883333538,0.59,0.118
12,320,740,0.022570985800000186,0.56,0.11200000000000002
13,340,720,0.015372077550000066,0.59,0.118
14,340,740,0.01653049403333332,0.57,0.11399999999999999
