id,k,alpha,time,acc,score
1,100,900,0.027306293033333397,0.56,0.11200000000000002
2,90,890,0.026006375466666634,0.58,0.11599999999999999
3,90,910,0.028098180933333338,0.58,0.11599999999999999
4,110,890,0.021610920133333284,0.56,0.11200000000000002
5,110,910,0.022422310500000008,0.55,0.11000000000000001
6,80,900,0.02201853758333326,0.6,0.12
7,80,920,0.025747213916666685,0.6,0.12
8,100,920,0.02220314331666664,0.57,0.11399999999999999
9,70,910,0.02249658185000006,0.61,0.122
10,70,930,0.02747260116666676,0.6,0.12
11,90,930,0.022158253783333373,0.54,0.10800000000000001
12,60,900,0.021936831149999846,0.59,0.118
13,60,920,0.02088919178333318,0.58,0.11599999999999999
