id,k,alpha,time,acc,score
1,100,1000,0.029310691800000063,0.56,0.11200000000000002
2,90,990,0.030331796050000057,0.58,0.11599999999999999
3,90,1010,0.031072771133333295,0.56,0.11200000000000002
4,110,990,0.024553877949999976,0.55,0.11000000000000001
5,110,1010,0.024521529383333275,0.54,0.10800000000000001
6,80,980,0.030086533099999948,0.59,0.118
7,80,1000,0.02363619210000003,0.6,0.12
8,100,980,0.023571208216666643,0.57,0.11399999999999999
9,70,990,0.0243883655833334,0.6,0.12
10,70,1010,0.024311534399999956,0.6,0.12
