id,k,alpha,time,acc,score
1,1400,800,0.02423347713333328,0.59,0.118
2,1390,790,0.02431574076666531,0.59,0.118
3,1390,810,0.024568622266667717,0.6,0.12
4,1410,790,0.019415427983331787,0.59,0.118
5,1410,810,0.01977146491666607,0.58,0.11599999999999999
6,1380,800,0.01870040116666587,0.6,0.12
7,1380,820,0.024762589366666057,0.62,0.124
8,1400,820,0.02036236448333284,0.59,0.118
9,1370,810,0.01915203373333346,0.6,0.12
10,1370,830,0.024427295083332485,0.62,0.124
11,1390,830,0.019026188500000294,0.6,0.12
