id,k,alpha,time,acc,score
1,200,500,0.0129558156666666,0.6,0.12
2,190,490,0.012891920333333454,0.59,0.118
3,190,510,0.01314235511666671,0.61,0.122
4,210,490,0.010583485633333112,0.58,0.11599999999999999
5,210,510,0.011309855783332996,0.59,0.118
6,180,500,0.010518460716666785,0.62,0.124
7,180,520,0.013971678016666544,0.62,0.124
8,200,520,0.011385592383333195,0.59,0.118
9,170,510,0.010737040250000026,0.62,0.124
10,170,530,0.013765387833333401,0.62,0.124
11,190,530,0.011229132050000127,0.6,0.12
