id,k,alpha,time,acc,score
1,700,700,0.020492345549999413,0.56,0.11200000000000002
2,690,690,0.02149155536666664,0.56,0.11200000000000002
3,690,710,0.019407500733332958,0.57,0.11399999999999999
4,710,690,0.016561644783333426,0.57,0.11399999999999999
5,710,710,0.017124809733333753,0.57,0.11399999999999999
6,700,720,0.019873415783333334,0.56,0.11200000000000002
7,720,700,0.01731917466666649,0.58,0.11599999999999999
8,720,720,0.016849735233333264,0.57,0.11399999999999999
9,730,690,0.017136044150000394,0.59,0.118
10,730,710,0.01696301966666643,0.58,0.11599999999999999
11,720,680,0.020788348216666464,0.57,0.11399999999999999
12,740,680,0.01684154870000043,0.59,0.118
13,740,700,0.01550578703333277,0.59,0.118
