id,k,alpha,time,acc,score
1,1100,800,0.02321835918333477,0.55,0.11000000000000001
2,1090,790,0.024074740100000252,0.55,0.11000000000000001
3,1090,810,0.023485790116666294,0.57,0.11399999999999999
4,1110,790,0.020248930916667025,0.56,0.11200000000000002
5,1110,810,0.019361817249999073,0.55,0.11000000000000001
6,1080,800,0.01921509381666624,0.58,0.11599999999999999
7,1080,820,0.02636646110000053,0.57,0.11399999999999999
8,1100,820,0.019338043200000734,0.55,0.11000000000000001
9,1070,790,0.01784292189999898,0.57,0.11399999999999999
10,1070,810,0.01830639028333394,0.59,0.118
11,1060,800,0.018042429883333475,0.58,0.11599999999999999
12,1060,820,0.020461321800000102,0.59,0.118
