id,k,alpha,time,acc,score
1,1200,900,0.02814421736666759,0.56,0.11200000000000002
2,1190,890,0.02751460343333368,0.57,0.11399999999999999
3,1190,910,0.02798258853333285,0.56,0.11200000000000002
4,1210,890,0.022479798850001013,0.57,0.11399999999999999
5,1210,910,0.023154298216667257,0.57,0.11399999999999999
6,1200,920,0.02917456409999962,0.57,0.11399999999999999
7,1220,900,0.021627475716667278,0.56,0.11200000000000002
8,1220,920,0.0232809561833335,0.58,0.11599999999999999
9,1210,930,0.028307353966666445,0.57,0.11399999999999999
10,1230,910,0.02246212489999948,0.59,0.118
11,1230,930,0.022202979483332306,0.58,0.11599999999999999
12,1240,900,0.02263764993333363,0.59,0.118
13,1240,920,0.023540110150001205,0.59,0.118
