id,k,alpha,time,acc,score
1,100,500,0.01337707643333322,0.55,0.11000000000000001
2,90,490,0.013961622366666641,0.57,0.11399999999999999
3,90,510,0.013855163166666528,0.56,0.11200000000000002
4,110,490,0.011130330183333351,0.57,0.11399999999999999
5,110,510,0.011497326599999979,0.57,0.11399999999999999
6,100,520,0.013500650166666617,0.55,0.11000000000000001
7,120,500,0.010798300683333413,0.58,0.11599999999999999
8,120,520,0.010999109100000008,0.59,0.118
9,110,530,0.014186041800000026,0.57,0.11399999999999999
10,130,510,0.011151653900000013,0.59,0.118
11,130,530,0.011818584899999962,0.57,0.11399999999999999
