id,k,alpha,time,acc,score
1,200,600,0.017277069650000008,0.58,0.11599999999999999
2,190,590,0.01670117026666702,0.6,0.12
3,190,610,0.01640869106666685,0.57,0.11399999999999999
4,210,590,0.013611755016666413,0.59,0.118
5,210,610,0.013655084316666451,0.58,0.11599999999999999
6,180,580,0.016301790149999818,0.63,0.126
7,180,600,0.013010798050000005,0.6,0.12
8,200,580,0.012933043050000018,0.59,0.118
9,170,570,0.015573580783333322,0.61,0.122
10,170,590,0.01322740055000035,0.6,0.12
11,190,570,0.013111039916666319,0.59,0.118
