id,k,alpha,time,acc,score
1,400,700,1.0506467538833022,0.6269322709163346,0.12538645418326694
2,390,690,1.06824441585001,0.6307569721115538,0.12615139442231077
3,390,710,1.063419307366712,0.6278884462151394,0.12557768924302787
4,410,690,1.0637278590333152,0.6267729083665339,0.12535458167330676
5,410,710,1.064230713199989,0.6254980079681275,0.1250996015936255
6,380,680,1.036098398383365,0.6307569721115538,0.12615139442231077
7,380,700,1.0524892703166795,0.6299601593625498,0.12599203187250996
8,400,680,1.0367616876833685,0.628207171314741,0.12564143426294822
