id,k,alpha,time,acc,score
1,1400,700,1.1140775627665183,0.6385657370517929,0.12771314741035858
2,1390,690,1.0725645244167632,0.6369721115537849,0.12739442231075698
3,1390,710,1.1198758570166925,0.6366533864541832,0.12733067729083664
4,1410,690,1.0710857546999857,0.639203187250996,0.1278406374501992
5,1410,710,1.1187721095833694,0.6377689243027889,0.12755378486055777
6,1400,680,1.0674630318166842,0.6382470119521912,0.12764940239043826
7,1420,680,1.0659756672333363,0.6395219123505976,0.12790438247011954
8,1420,700,1.1024209256664714,0.6390438247011953,0.12780876494023904
9,1410,670,1.043109145416626,0.6396812749003984,0.12793625498007968
10,1430,670,1.0345089363666677,0.6412749003984064,0.12825498007968128
11,1430,690,1.0769682155999665,0.6396812749003984,0.12793625498007968
12,1420,660,1.0233056643000358,0.6396812749003984,0.12793625498007968
13,1440,660,1.0201571322165062,0.6396812749003984,0.12793625498007968
14,1440,680,1.058645382233226,0.6412749003984064,0.12825498007968128
