id,k,alpha,time,acc,score
1,800,600,0.9107864525666325,0.6221513944223107,0.12443027888446215
2,790,590,0.9031229271666235,0.6232669322709163,0.12465338645418327
3,790,610,0.9117863791833467,0.6234262948207171,0.12468525896414343
4,810,590,0.9022079572833415,0.6247011952191235,0.1249402390438247
5,810,610,0.9141800730500108,0.6269322709163346,0.12538645418326694
6,800,620,0.9583457801666858,0.6247011952191235,0.1249402390438247
7,820,600,0.8713184162000592,0.6258167330677291,0.12516334661354583
8,820,620,0.9510350193667061,0.6250199203187251,0.12500398406374502
