id,k,alpha,time,acc,score
1,1800,1100,1.8381599180667156,0.6545019920318725,0.13090039840637452
2,1790,1090,1.8330734126000607,0.6533864541832669,0.1306772908366534
3,1790,1110,1.8473451967499084,0.6545019920318725,0.13090039840637452
4,1810,1090,1.8045659687166336,0.6562549800796813,0.13125099601593626
5,1810,1110,1.8739887083667175,0.6575298804780877,0.13150597609561754
6,1800,1120,1.818721004250013,0.6564143426294821,0.1312828685258964
7,1820,1100,1.8270787215333257,0.6586454183266932,0.13172908366533864
8,1820,1120,1.8130296892665987,0.6581673306772908,0.13163346613545818
9,1830,1090,1.811555127816488,0.6588047808764941,0.13176095617529882
10,1830,1110,1.848104427199966,0.6580079681274901,0.131601593625498
11,1820,1080,1.7963030208666169,0.6588047808764941,0.13176095617529882
12,1840,1080,1.7946263227500217,0.6583266932270916,0.13166533864541832
13,1840,1100,1.8092012189498443,0.6584860557768925,0.1316972111553785
