id,k,alpha,time,acc,score
1,1300,1000,1.6492195961000107,0.6310756972111554,0.1262151394422311
2,1290,990,1.6239918683667687,0.6310756972111554,0.1262151394422311
3,1290,1010,1.6354497260998566,0.6325099601593626,0.1265019920318725
4,1310,990,1.6124439927834222,0.6291633466135458,0.12583266932270915
5,1310,1010,1.6327298637998562,0.6321912350597609,0.1264382470119522
6,1280,1000,1.6494309218498528,0.6321912350597609,0.1264382470119522
7,1280,1020,1.6789384941500127,0.6312350597609562,0.12624701195219123
8,1300,1020,1.6870638105164593,0.6328286852589642,0.12656573705179283
9,1290,1030,1.7331217219832373,0.6309163346613545,0.12618326693227092
10,1310,1030,1.7231134085998443,0.6328286852589642,0.12656573705179283
