id,k,alpha,time,acc,score
1,100,1000,0.6721996648,0.55,0.11000000000000001
2,90,990,0.6671659081666667,0.54,0.10800000000000001
3,90,1010,0.6901365010999998,0.58,0.11599999999999999
4,110,990,0.013359224833333154,0.55,0.11000000000000001
5,110,1010,0.013673482599999905,0.56,0.11200000000000002
6,80,1000,0.013234691733333647,0.59,0.118
7,80,1020,0.6964350023166669,0.62,0.124
8,100,1020,0.013622503266666778,0.54,0.10800000000000001
9,70,1010,0.013747589533333363,0.58,0.11599999999999999
10,70,1030,0.7169318468999999,0.59,0.118
11,90,1030,0.013935670550000149,0.56,0.11200000000000002
